               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  87,              1.1903,             0.62413,              1.1355,             0.83976,             0.78736,             0.80775,             0.52876,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,              1.1822,             0.61651,              1.1353,             0.85577,             0.78062,             0.80959,             0.53133,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,              1.2258,             0.63077,              1.1483,             0.83462,             0.77703,             0.80179,             0.52986,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,              1.1848,             0.60647,              1.1307,             0.84008,             0.78675,             0.80904,             0.53465,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,              1.1744,             0.61145,              1.1411,             0.86971,             0.77514,             0.81216,               0.539,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,              1.1906,             0.61532,              1.1399,             0.85997,               0.776,             0.80799,             0.54042,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,              1.1736,             0.60965,              1.1293,                0.85,             0.77799,             0.80636,             0.53439,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,              1.1544,             0.60064,              1.1254,             0.84083,             0.78885,             0.81131,             0.54707,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,              1.1512,             0.59876,              1.1275,             0.87612,             0.77462,             0.81642,             0.54606,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,               1.175,             0.60853,              1.1274,             0.84421,             0.79756,             0.82266,              0.5466,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,               1.157,             0.59578,              1.1246,             0.84623,             0.79462,             0.81902,             0.54656,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,              1.1487,             0.59164,              1.1277,             0.84015,             0.79465,             0.81866,             0.54835,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,              1.1626,             0.59961,              1.1397,             0.86074,             0.79327,             0.82027,             0.54514,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
