               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  73,              1.2582,             0.64998,              1.1521,             0.86962,              0.7681,             0.80564,              0.5284,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,              1.2376,             0.63825,              1.1641,             0.85981,             0.74621,             0.80059,              0.5242,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,              1.2762,             0.67296,              1.1706,             0.86119,             0.75131,              0.8032,              0.5262,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,              1.2742,             0.66746,              1.1537,             0.88402,             0.74311,             0.80061,             0.52364,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,               1.267,             0.65978,              1.1538,             0.81649,             0.77613,             0.80224,             0.52971,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,              1.2724,             0.67809,              1.1624,             0.84175,             0.76041,             0.79742,             0.52284,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,              1.2482,             0.66125,              1.1555,              0.8537,             0.76037,             0.80537,              0.5307,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,               1.238,             0.64229,              1.1512,             0.85452,             0.75907,             0.80577,             0.52949,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,              1.2233,             0.63977,               1.148,             0.84083,             0.76414,             0.79961,              0.5263,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                  82,              1.2431,             0.64385,              1.1443,             0.84264,             0.76562,             0.80513,             0.53093,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,              1.2338,              0.6499,              1.1527,             0.84077,             0.76913,             0.80495,             0.52854,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,              1.2284,             0.63731,              1.1496,             0.84225,             0.77909,             0.81461,             0.53328,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,              1.2415,             0.64104,              1.1513,             0.84365,             0.76744,             0.80245,             0.52515,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,              1.2194,             0.62835,              1.1449,             0.84655,             0.76698,             0.80709,             0.53147,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                  87,              1.2285,              0.6317,              1.1415,             0.84798,             0.76664,             0.80637,             0.53558,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,              1.2138,             0.62436,              1.1432,             0.84311,             0.76993,             0.81237,              0.5359,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,              1.2692,             0.64026,              1.1556,             0.86624,             0.76067,             0.80654,              0.5354,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,              1.2165,             0.62184,              1.1349,             0.86344,              0.7719,              0.8137,             0.53453,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,              1.2161,             0.62949,              1.1465,             0.85694,             0.77247,             0.81098,             0.53553,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,              1.2437,             0.64144,               1.156,             0.86861,              0.7608,             0.81227,             0.53565,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,              1.2324,             0.63187,              1.1426,             0.86452,             0.75899,             0.80696,             0.53322,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,              1.2025,             0.61909,              1.1399,             0.85188,              0.7749,             0.80609,             0.53525,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,               1.205,             0.62358,              1.1423,               0.872,             0.76427,             0.80996,             0.53443,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,              1.2303,             0.63398,              1.1434,             0.84967,             0.76033,             0.80517,             0.53401,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,              1.2195,             0.62611,              1.1375,             0.85799,             0.76601,             0.81022,             0.53786,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,              1.2072,             0.61439,               1.144,             0.85991,             0.76843,             0.81278,             0.53777,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,              1.2225,             0.62911,              1.1534,             0.86883,             0.76511,             0.81592,             0.53882,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
