               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  88,              1.1997,             0.61986,              1.1369,             0.85314,             0.78027,             0.82139,             0.54062,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                  89,               1.244,             0.63787,              1.1498,             0.84895,             0.77434,             0.80945,             0.54031,                   0,                   0,                   0,            0.004192,            0.004192,            0.004192
                  90,              1.2054,             0.61754,              1.1303,              0.8413,             0.80608,             0.81925,             0.53866,                   0,                   0,                   0,            0.004126,            0.004126,            0.004126
                  91,              1.1898,             0.62002,              1.1363,             0.85295,             0.80087,             0.82141,             0.54026,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                  92,              1.2197,             0.62593,              1.1438,             0.85342,             0.77285,             0.81094,             0.54172,                   0,                   0,                   0,            0.003994,            0.003994,            0.003994
                  93,              1.2105,             0.62167,              1.1373,             0.84681,             0.77073,             0.80754,             0.54073,                   0,                   0,                   0,            0.003928,            0.003928,            0.003928
                  94,              1.1849,             0.61412,              1.1273,             0.82024,             0.79835,             0.81093,             0.54493,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                  95,              1.1863,             0.61041,              1.1327,             0.84111,             0.79236,             0.80967,             0.54675,                   0,                   0,                   0,            0.003796,            0.003796,            0.003796
                  96,              1.2099,             0.62161,              1.1343,             0.84988,             0.78394,             0.81826,             0.54131,                   0,                   0,                   0,             0.00373,             0.00373,             0.00373
                  97,              1.1861,             0.61322,              1.1274,             0.84873,             0.79664,              0.8184,             0.53952,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  98,              1.1822,             0.60934,              1.1292,             0.85121,             0.79367,             0.82337,             0.55318,                   0,                   0,                   0,            0.003598,            0.003598,            0.003598
